handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_139ae45e-8de9-173a-3867-b5e409803801,Variant,,,,,,,,,true,,,2,0.08,,,,US5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_139ae45e-8de9-173a-3867-b5e409803801,Variant,,,,,,,,,true,,,4,0.08,,,,US6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_139ae45e-8de9-173a-3867-b5e409803801,Variant,,,,,,,,,true,,,0,0.08,,,,US10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_139ae45e-8de9-173a-3867-b5e409803801,Variant,,,,,,,,,true,,,0,0.08,,,,US7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_139ae45e-8de9-173a-3867-b5e409803801,Variant,,,,,,,,,true,,,0,0.08,,,,US9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_26b77044-6a8f-8383-e7a8-a0d768d39d8d,Product,Mesh Ring,,7ae4c4_e2403f004f8d4986b58484d0da6435ee~mv2.jpg,Rings,,,200.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,US7;US8;US9;US10;US11,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL</strong> - Steel Plated Alloy&nbsp;&nbsp;</p>

<p><strong>SIZE </strong>- US7 -&nbsp;US11</p>
",SIZE CHART,"<ol>
	<li>Take a piece of paper or thread and&nbsp;wrap it around&nbsp; your finger so that it fits comfortably but not too tightly.</li>
	<li>Mark the spot where the paper or string overlaps.</li>
	<li>Measure the length between both the ends.</li>
	<li>Use this chart to find out your ring size based on your measurement.</li>
	<li>In between sizes, Always Opt for the bigger size</li>
</ol>

<table>
	<tbody>
		<tr>
			<td>Size</td>
			<td>XS</td>
			<td>&nbsp; &nbsp;S</td>
			<td>&nbsp;M</td>
			<td>&nbsp; L</td>
			<td>XL</td>
		</tr>
		<tr>
			<td>DIAMETER (MM)</td>
			<td>17</td>
			<td>&nbsp; 18</td>
			<td>&nbsp;19</td>
			<td>&nbsp; 20</td>
			<td>21</td>
		</tr>
		<tr>
			<td>CIRCUMFRENCE (MM)</td>
			<td>55</td>
			<td>57.5</td>
			<td>60</td>
			<td>62.5</td>
			<td>65</td>
		</tr>
		<tr>
			<td>US</td>
			<td>&nbsp; 7</td>
			<td>&nbsp; &nbsp;8</td>
			<td>&nbsp; 9</td>
			<td>&nbsp; 10</td>
			<td>&nbsp;11</td>
		</tr>
	</tbody>
</table>
",CARE INSTRUCTIONS,"<ul>
	<li><span><span><span><span>Store in a box or a pouch to give your accessories the love they deserve</span></span></span></span></li>
	<li><span><span><span><span>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</span></span></span></span></li>
	<li><span><span><span><span>Give your accessories a break too! Take them off before going to bed.</span></span></span></span></li>
	<li><span><span><span><span>The Only time you don’t wear our accessories should be while entering water</span></span></span></span></li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,Sicsense
product_26b77044-6a8f-8383-e7a8-a0d768d39d8d,Variant,,,,,,,,,true,,,1,0.08,,,,US7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_26b77044-6a8f-8383-e7a8-a0d768d39d8d,Variant,,,,,,,,,true,,,0,0.08,,,,US11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_26b77044-6a8f-8383-e7a8-a0d768d39d8d,Variant,,,,,,,,,true,,,8,0.08,,,,US8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_26b77044-6a8f-8383-e7a8-a0d768d39d8d,Variant,,,,,,,,,true,,,4,0.08,,,,US10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_26b77044-6a8f-8383-e7a8-a0d768d39d8d,Variant,,,,,,,,,true,,,4,0.08,,,,US9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_abb3c344-5aec-0c41-2752-233b6edcd508,Product,Bone Ring,,7ae4c4_92ae36db05c74c92904e47444947fc2b~mv2.png;7ae4c4_86694f9f6b604b69b8bd213a5c587c61~mv2.jpg,Rings,,,200.0,,false,PERCENT,0.0,0,,,Size,DROP_DOWN,US5;US6;US7.5;US10,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL</strong> - Stainless Steel</p>

<p><strong>SIZE </strong>- US5, US6, US7.5, US10</p>
",CARE INSTRUCTIONS,"<ul>
	<li><span><span><span><span>Store in a box or a pouch to give your accessories the love they deserve</span></span></span></span></li>
	<li><span><span><span><span>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</span></span></span></span></li>
	<li><span><span><span><span>Give your accessories a break too! Take them off before going to bed.</span></span></span></span></li>
	<li><span><span><span><span>The Only time you don’t wear our accessories should be while entering water</span></span></span></span></li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",SIZE CHART,"<ol>
	<li>Take a piece of paper or thread and&nbsp;wrap it around&nbsp; your finger so that it fits comfortably but not too tightly.</li>
	<li>Mark the spot where the paper or string overlaps.</li>
	<li>Measure the length between both the ends.</li>
	<li>Use this chart to find out your ring size based on your measurement.</li>
	<li>In between sizes, Always Opt for the bigger size</li>
</ol>

<table>
	<tbody>
		<tr>
			<td>Size</td>
			<td>XS</td>
			<td>&nbsp;S</td>
			<td>&nbsp;M&nbsp;</td>
			<td>&nbsp;L</td>
			<td>&nbsp;</td>
		</tr>
		<tr>
			<td>DIAMETER (MM)</td>
			<td>15</td>
			<td>&nbsp; 16</td>
			<td>&nbsp;17.5</td>
			<td>&nbsp; 20</td>
			<td>&nbsp;</td>
		</tr>
		<tr>
			<td>CIRCUMFRENCE (MM)</td>
			<td>50</td>
			<td>52.5</td>
			<td>56.25</td>
			<td>&nbsp;62.5</td>
			<td>&nbsp;</td>
		</tr>
		<tr>
			<td>US</td>
			<td>&nbsp; 5</td>
			<td>&nbsp; &nbsp;6</td>
			<td>&nbsp; &nbsp;7.5</td>
			<td>&nbsp; 10</td>
			<td>&nbsp;</td>
		</tr>
	</tbody>
</table>
",,,,,,,,,Sicsense
product_abb3c344-5aec-0c41-2752-233b6edcd508,Variant,,,,,,,,,true,,,0,0.08,,,,US7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_abb3c344-5aec-0c41-2752-233b6edcd508,Variant,,,,,,,,,true,,,0,0.08,,,,US5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_abb3c344-5aec-0c41-2752-233b6edcd508,Variant,,,,,,,,,true,,,0,0.08,,,,US10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_abb3c344-5aec-0c41-2752-233b6edcd508,Variant,,,,,,,,,true,,,0,0.08,,,,US6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f88217c1-8d63-5570-cf1e-d9ce4375df22,Product,Barbed Earring (Pierced),"<p>Add some edge to your look with this barbed-style earring that’s anything but basic. Inspired by the rugged vibe of barbed wire, it’s perfect for when you want your jewelry to speak louder than words.</p><p><strong>Details:</strong></p><ul>	<li>	<p>Sleek barbed design that gives off major street-style energy</p>	</li>	<li>	<p>Made for pierced ears – easy to wear, hard to ignore</p>	</li>	<li>	<p>Works with everything from hoodies to leather jackets</p>	</li></ul><p>Wear it solo for a bold statement or pair it with other pieces to mix things up. Either way, this one's a conversation starter.</p>",7ae4c4_a8f42b2437d54cf6b61a3624df81d51c~mv2.jpg;7ae4c4_b867681c07df4778ab46b529db7a326e~mv2.jpg,Earrings;Pierced Earring,,,200.0,,true,PERCENT,0.0,3,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,<p>MATERIAL - Brass (Alloy)</p><p></p><p>IN BOX - Single Pcs</p><p></p><p>SIZE - 13mm Diameter</p>,CARE INSTRUCTIONS,"<ul>
	<li>Store in a box or a pouch to give your accessories the love they deserve</li>
	<li>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</li>
	<li>Give your accessories a break too! Take them off before going to bed.</li>
	<li>The Only time you don’t wear our accessories should be while entering water</li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_4d87e26c-4046-6c61-56e1-e81feea927b4,Product,Nova Pendant Chain,"<p><strong>Nova Pendant Chain – Your Daily Flex</strong></p><p>Not just a chain, it’s a whole vibe. The Nova Pendant Chain is built to level up any ‘fit — sleek, bold, and dripping with style. Wear it solo or stack it up, either way, you're the main character.</p><p><strong>Why It Slaps:</strong></p><ul>	<li>	<p>Made with high-quality stainless steel — tough, lightweight, and stays fresh</p>	</li>	<li>	<p>Clean, modern pendant that hits different</p>	</li>	<li>	<p>Anti-tarnish + water-resistant = wear it 24/7, no stress</p>	</li></ul><p>This piece isn’t just jewelry — it’s your go-to statement. Minimal, edgy, and mad versatile. Trust, it’ll get noticed.</p>",7ae4c4_7e4d78df0d5b4b849e070e1fe8168392~mv2.jpg;7ae4c4_a7329c3a6693438683f5b70ae35cc688~mv2.jpg;7ae4c4_5d260065af3640b88b50d044259ff059~mv2.jpg;7ae4c4_df499380956344aa961d4f66b49233a4~mv2.jpg,Pendants,,,399.0,,true,PERCENT,0.0,33,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL </strong>- Stainless Steel Chain &amp; Pendant</p>

<p><strong>SIZE </strong>- 21 Inches Chain &amp; 1 Inch Pendant</p>
",CARE INSTRUCTIONS,"<p>You’ve got yourself a Sicsense Pendant Chain—built to last, no stress required. But if you want to keep it looking sharp, here’s the simple game plan:</p>

<p>1️⃣ Waterproof – Shower? Sweat? Spilled your drink? No worries, it’s built different.</p>

<p>2️⃣ Anti-Tarnish – Stays shining, no green neck disasters here.</p>

<p>3️⃣ Hypoallergenic – Your skin will love it. No rashes, no redness, just vibes.</p>

<p>4️⃣ 6-Month Warranty – If it ever lets you down (it won’t), we’ve got you.</p>

<p>Basically, put it on and forget about it—this chain works harder than your ex ever did.Wear it. Love it. Forget the hassle. Sicsense has you covered. 😏​​​​​​</p>

<p>&nbsp;</p>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_b6fd6201-1383-5728-fca7-6f8f55820187,Product,Snake Chain (Golden),,7ae4c4_57a0657fa46349678ce3a427adcc8702~mv2.jpg;7ae4c4_335e8b15c35b43d59d031da7385e8a64~mv2.jpg;7ae4c4_b5d966e4e0e445538a523bb6dfab6383~mv2.jpg,Chains,,,300.0,,true,AMOUNT,50.0,93,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL </strong>- Stainless Steel (Anti-Tarnish)</p>

<p><strong>SIZE </strong>- 21 Inches Length &amp; 3mm Width</p>
",CARE INSTRUCTIONS,"<p>You’ve got yourself a Sicsense chain—built to last, no stress required. But if you want to keep it looking sharp, here’s the simple game plan:</p>

<p>1️⃣ Waterproof – Shower? Sweat? Spilled your drink? No worries, it’s built different.</p>

<p>2️⃣ Anti-Tarnish – Stays shining, no green neck disasters here.</p>

<p>3️⃣ Hypoallergenic – Your skin will love it. No rashes, no redness, just vibes.</p>

<p>4️⃣ 6-Month Warranty – If it ever lets you down (it won’t), we’ve got you.</p>

<p>Basically, put it on and forget about it—this chain works harder than your ex ever did.Wear it. Love it. Forget the hassle. Sicsense has you covered. 😏​​​​​​</p>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_c7d7caab-9ec6-c2f0-4bec-d3deaf3bf4e3,Product,Snake Chain (Silver),"<p>Sleek. Drippy. Effortless. 🐍<br>The <strong>Snake Chain</strong> is all about that clean, boss-level vibe.<br>Made with high-quality, waterproof, anti-tarnish metal — so you can rock it 24/7 without stressing about fades or rust.<br>Whether you’re layering it up or keeping it lowkey solo, this chain’s got your back.</p>",7ae4c4_4430f113af3642a1aad23d1c02e9918d~mv2.jpg;7ae4c4_953097f45c92406885e53db6a97363b0~mv2.jpg;7ae4c4_312bec1563624060aa11434be56ea3d1~mv2.jpg,Chains,,,300.0,,true,AMOUNT,50.0,73,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL </strong>- Stainless Steel Chain (Anti -Tarnish)</p>

<p><strong>SIZE </strong>-&nbsp;21 Inches Length &amp; 3 mm Width</p>
",CARE INSTRUCTIONS,"<p>You’ve got yourself a Sicsense chain—built to last, no stress required. But if you want to keep it looking sharp, here’s the simple game plan:</p>

<p>1️⃣ Waterproof – Shower? Sweat? Spilled your drink? No worries, it’s built different.</p>

<p>2️⃣ Anti-Tarnish – Stays shining, no green neck disasters here.</p>

<p>3️⃣ Hypoallergenic – Your skin will love it. No rashes, no redness, just vibes.</p>

<p>4️⃣ 6-Month Warranty – If it ever lets you down (it won’t), we’ve got you.</p>

<p>Basically, put it on and forget about it—this chain works harder than your ex ever did.Wear it. Love it. Forget the hassle. Sicsense has you covered. 😏​​​​​​</p>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_65b71895-8de0-3d60-120f-be2b7e86ecf6,Product,Crome Vault Ring,"<p>The Chrome Vault ring is the ultimate flex. With its sleek chrome finish and edgy geometric vibe, it’s the perfect mix of bold and modern. Made from tough stainless steel, this ring’s built to last, keeping its shine no matter what. Whether you’re rocking it every day or for a special look, the Chrome Vault ring is your go-to for turning heads and leveling up your style.</p>",7ae4c4_1a74959c4db74419bcf57b44520279ed~mv2.jpg;7ae4c4_dfebf68b3ffa4f6f839cacd8d8c5eca0~mv2.jpg,Rings,,,650.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,US8;US10;US12,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL </strong>- Stainless Steel<strong>&nbsp;&nbsp;</strong></p>

<p><strong>SIZE </strong>- US8,US9,US11</p>
",CARE INSTRUCTION,"<p>You’ve got yourself a Sicsense ring—built to last, no stress required. But if you want to keep it looking sharp, here’s the simple game plan:</p>

<p>1️⃣ Waterproof – Shower? Sweat? Spilled your drink? No worries, it’s built different.</p>

<p>2️⃣ Anti-Tarnish – Stays shining, no green neck disasters here.</p>

<p>3️⃣ Hypoallergenic – Your skin will love it. No rashes, no redness, just vibes.</p>

<p>4️⃣ 6-Month Warranty – If it ever lets you down (it won’t), we’ve got you.</p>

<p>Basically, put it on and forget about it—this ring works harder than your ex ever did.Wear it. Love it. Forget the hassle. Sicsense has you covered. 😏​​​​​​</p>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.</p>

<p>If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN & EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",SIZE CHART,"<ol>
	<li>Take a piece of paper or thread and&nbsp;wrap it around&nbsp; your finger so that it fits comfortably but not too tightly.</li>
	<li>Mark the spot where the paper or string overlaps.</li>
	<li>Measure the length between both the ends.</li>
	<li>Use this chart to find out your ring size based on your measurement.</li>
	<li>In between sizes, Always Opt for the bigger size</li>
</ol>

<table>
	<tbody>
		<tr>
			<td>Size</td>
			<td>&nbsp;</td>
			<td>&nbsp; S</td>
			<td>&nbsp; L</td>
			<td>&nbsp;XL</td>
			<td>&nbsp;</td>
		</tr>
		<tr>
			<td>DIAMETER (MM)</td>
			<td>&nbsp;</td>
			<td>&nbsp;18</td>
			<td>&nbsp; 20</td>
			<td>&nbsp; 22</td>
			<td>&nbsp;</td>
		</tr>
		<tr>
			<td>CIRCUMFRENCE (MM)</td>
			<td>&nbsp;</td>
			<td>57.5</td>
			<td>62.5</td>
			<td>67.5</td>
			<td>&nbsp;</td>
		</tr>
		<tr>
			<td>US</td>
			<td>&nbsp;</td>
			<td>&nbsp; &nbsp;8</td>
			<td>&nbsp; 10</td>
			<td>&nbsp; 12</td>
			<td>&nbsp;</td>
		</tr>
	</tbody>
</table>
",,,,,,,,,Sicsense
product_65b71895-8de0-3d60-120f-be2b7e86ecf6,Variant,,,,,,,,,true,,,3,0.08,,,,US10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_65b71895-8de0-3d60-120f-be2b7e86ecf6,Variant,,,,,,,,,true,,,0,0.08,,,,US12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_65b71895-8de0-3d60-120f-be2b7e86ecf6,Variant,,,,,,,,,true,,,1,0.08,,,,US8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_28ce1535-868b-bb5f-e50e-5b8fbd8a1787,Product,Starstruck earring (Pierced),"<p>The <strong>Starstruck Earring</strong> is your go-to for that effortlessly cool vibe. With its sleek design and celestial charm, it's perfect for adding a touch of sparkle to any outfit. Whether you're dressing up for a night out or adding flair to your everyday look, this piece is designed to make you stand out.</p>",7ae4c4_20d505a2b1b142129980aa84514ebe72~mv2.jpg;7ae4c4_1ddf0376e5604c4e90703d746604d9b4~mv2.jpg;7ae4c4_ba91f20755704c1d8a3775409ece7e7f~mv2.jpg,Earrings;Pierced Earring,,,300.0,,true,PERCENT,0.0,92,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL </strong>- Stainless Steel&nbsp;(Waterproof)</p>

<p><strong>DIMESNION </strong>- Length - 13mm Width- 8mm</p>
",CARE INSTRUCTION,"<p>You’ve got yourself a Sicsense earring—built to last, no stress required. But if you want to keep it looking sharp, here’s the simple game plan:</p>

<p>1️⃣ Waterproof – Shower? Sweat? Spilled your drink? No worries, it’s built different.</p>

<p>2️⃣ Anti-Tarnish – Stays shining, no green neck disasters here.</p>

<p>3️⃣ Hypoallergenic – Your skin will love it. No rashes, no redness, just vibes.</p>

<p>4️⃣ 6-Month Warranty – If it ever lets you down (it won’t), we’ve got you.</p>

<p>Basically, put it on and forget about it—this earring works harder than your ex ever did.Wear it. Love it. Forget the hassle. Sicsense has you covered. 😏​​​​​​</p>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.</p>

<p>If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN & EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_de0f9ce5-812c-38d9-ef79-f88bcbc987c3,Product,Anchor Chain,"<p>The <strong>Anchor Chain</strong> is your go-to for that effortlessly cool look. Crafted from durable stainless steel, this chain features a sleek pendant that adds a touch of edge to any outfit. Whether you're layering it up or letting it stand alone, it's designed to keep your style grounded and bold.</p>",7ae4c4_dd2f509cded04e7fb049d4ed6159df1a~mv2.jpg;7ae4c4_575be8449c554aa39e4982d8056c3e62~mv2.jpg;7ae4c4_9671cf85bf4a431bbc7ffa7aca1470b7~mv2.jpg;7ae4c4_3d5473b6baf04fcfbd824f4aac43e41c~mv2.jpg,Pendants,,,350.0,,true,PERCENT,0.0,2,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL </strong>- Stainless Steel Chain &amp; Pendant<strong>&nbsp;</strong></p>

<p><strong>LENGTH </strong>- 21 Inches chain &amp; 1 Inch Pendant</p>
",CARE INSTRUCTION,"<p>You’ve got yourself a Sicsense pendant &amp; chain—built to last, no stress required. But if you want to keep it looking sharp, here’s the simple game plan:</p>

<p>1️⃣ Waterproof – Shower? Sweat? Spilled your drink? No worries, it’s built different.</p>

<p>2️⃣ Anti-Tarnish – Stays shining, no green neck disasters here.</p>

<p>3️⃣ Hypoallergenic – Your skin will love it. No rashes, no redness, just vibes.</p>

<p>4️⃣ 6-Month Warranty – If it ever lets you down (it won’t), we’ve got you.</p>

<p>Basically, put it on and forget about it—this chain works harder than your ex ever did.Wear it. Love it. Forget the hassle. Sicsense has you covered. 😏​​​​​​</p>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.</p>

<p>If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>

<p>&nbsp;</p>
",RETURN & EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_4058e2ab-2c65-b750-f2a4-2cfb400cc652,Product,Flash Pendant Chain,"<p>The <strong>Flash Pendant Chain</strong> is your go-to for that effortlessly cool vibe. With its sleek stainless steel chain and bold lightning bolt pendant, it's designed to make a statement. Whether you're layering it up or letting it stand alone, this piece adds that electrifying touch to any outfit.</p>",7ae4c4_0e524f1d48664843a1574f52c91e08a3~mv2.jpg;7ae4c4_ada028e5994845d5a4919af820fe5cce~mv2.jpg;7ae4c4_6bea488248384f2cad446d1db6ef5857~mv2.jpg;7ae4c4_1b7f8de0387e453fb277eebbdf0bba36~mv2.jpg,Pendants,,,400.0,,true,PERCENT,0.0,7,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL </strong>- Stainless Steel Pendant &amp; Chain</p>

<p><strong>LENGTH </strong>- 21 Inch Chain &amp; 1 Inch Pendant</p>
",CARE INSTRUCTIONS,"<p>You’ve got yourself a Sicsense pendant &amp; chain—built to last, no stress required. But if you want to keep it looking sharp, here’s the simple game plan:</p>

<p>1️⃣ Waterproof – Shower? Sweat? Spilled your drink? No worries, it’s built different.</p>

<p>2️⃣ Anti-Tarnish – Stays shining, no green neck disasters here.</p>

<p>3️⃣ Hypoallergenic – Your skin will love it. No rashes, no redness, just vibes.</p>

<p>4️⃣ 6-Month Warranty – If it ever lets you down (it won’t), we’ve got you.</p>

<p>Basically, put it on and forget about it—this chain works harder than your ex ever did.Wear it. Love it. Forget the hassle. Sicsense has you covered. 😏​​​​​​</p>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.</p>

<p>If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN & EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,
