Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
8d597d75_f3be_7304_dd81_0e3d9be0254f,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_66911a3e969646e2b6e5ca2b2fca7896~mv2.jpg,3,Helix Ear Cuff,,,,,,,,,,,,,,,,,,,,,
8d597d75_f3be_7304_dd81_0e3d9be0254f,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_7fd44b50eb5a49c0a594be93ba46ee05~mv2.jpg,4,Helix Ear Cuff,,,,,,,,,,,,,,,,,,,,,
455e062b_2617_6aee_5567_6d1612d25d23,Dagger Pendant Chain (Golden),"<p>The <strong>Dagger Pendant Chain</strong> combines a striking design with strength. Crafted from durable stainless steel, the pendant features a sharp, sleek dagger shape that embodies power and elegance.Made from high-quality stainless steel, the dagger pendant showcases sleek lines and a powerful edge, offering a unique, modern aesthetic.</p>",Sicsense,Pendants,Pendants,TRUE,,,,,,,,80,shopify,43,deny,manual,400.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_0346db0357f9427299f60ceb5c4c64c0~mv2.jpg,1,Dagger Pendant Chain (Golden),FALSE,,,,,,,,,,,,,,,,,,,,active
455e062b_2617_6aee_5567_6d1612d25d23,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_4b3eceed11bb4f9880d79d63019ec55c~mv2.jpg,2,Dagger Pendant Chain (Golden),,,,,,,,,,,,,,,,,,,,,
455e062b_2617_6aee_5567_6d1612d25d23,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_25e83dffd903422d8f71d70593b9d412~mv2.jpg,3,Dagger Pendant Chain (Golden),,,,,,,,,,,,,,,,,,,,,
455e062b_2617_6aee_5567_6d1612d25d23,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_39db98ff27b344d69edf024bcc4e96d9~mv2.jpg,4,Dagger Pendant Chain (Golden),,,,,,,,,,,,,,,,,,,,,
455e062b_2617_6aee_5567_6d1612d25d23,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_e39c568aebb74aeb89064c9ba58ffc9a~mv2.jpg,5,Dagger Pendant Chain (Golden),,,,,,,,,,,,,,,,,,,,,
455e062b_2617_6aee_5567_6d1612d25d23,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_7d6ced1d7b64410e821860d06359aaf9~mv2.jpg,6,Dagger Pendant Chain (Golden),,,,,,,,,,,,,,,,,,,,,
8a23465b_1bce_0872_f075_2ac087a1c882,Nova Chain  (Golden),"<p><strong>Nova Pendant Chain – Your Daily Flex</strong></p><p>Not just a chain, it’s a whole vibe. The Nova Pendant Chain is built to level up any ‘fit — sleek, bold, and dripping with style. Wear it solo or stack it up, either way, you're the main character.</p><p><strong>Why It Slaps:</strong></p><ul>	<li>	<p>Made with high-quality stainless steel — tough, lightweight, and stays fresh</p>	</li>	<li>	<p>Clean, modern pendant that hits different</p>	</li>	<li>	<p>Anti-tarnish + water-resistant = wear it 24/7, no stress</p>	</li></ul><p>This piece isn’t just jewelry — it’s your go-to statement. Minimal, edgy, and mad versatile. Trust, it’ll get noticed.</p>",Sicsense,Pendants,Pendants,TRUE,,,,,,,,80,shopify,7,deny,manual,399.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_c2a81ff81d1145688b9873b3f5b118ad~mv2.jpg,1,Nova Chain  (Golden),FALSE,,,,,,,,,,,,,,,,,,,,active
8a23465b_1bce_0872_f075_2ac087a1c882,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_bccda1e90b124854824f2b4cb1e7bb7f~mv2.jpg,2,Nova Chain  (Golden),,,,,,,,,,,,,,,,,,,,,
8a23465b_1bce_0872_f075_2ac087a1c882,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_92b7a1f6a25b49bb8307dcf338c7ad80~mv2.jpg,3,Nova Chain  (Golden),,,,,,,,,,,,,,,,,,,,,
8a23465b_1bce_0872_f075_2ac087a1c882,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_53313679966d4224ab02c7f48d8abbfb~mv2.jpg,4,Nova Chain  (Golden),,,,,,,,,,,,,,,,,,,,,
8f766bb9_7027_f734_9318_cbdacf8d0666,Echo Pendant Chain,"<p><strong>Echo Chain&nbsp;– Inner Peace, Outer Drip</strong><br>Minimal look. Maximum meaning. The Dove Pendant is that daily reminder to breathe, flow, and keep your energy unbothered.</p><p><strong>Why It Hits:</strong></p><ul>	<li>	<p>Clean dove engraving = balance, freedom, and light vibes</p>	</li>	<li>	<p>Made with premium stainless steel — no tarnish, no fade</p>	</li>	<li>	<p>Waterproof, daily-wear ready, zero stress</p>	</li></ul>",Sicsense,Pendants,Pendants,TRUE,,,,,,,,80,shopify,12,deny,manual,499.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_4b042cfcee1e4512b6c63c36e90ca7f9~mv2.jpg,1,Echo Pendant Chain,FALSE,,,,,,,,,,,,,,,,,,,,active
8f766bb9_7027_f734_9318_cbdacf8d0666,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_57e3b353386d48f593d658a413463ad8~mv2.jpg,2,Echo Pendant Chain,,,,,,,,,,,,,,,,,,,,,
8f766bb9_7027_f734_9318_cbdacf8d0666,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_ebc983c8963749b8ac3fd78e8081d0ca~mv2.jpg,3,Echo Pendant Chain,,,,,,,,,,,,,,,,,,,,,
8f766bb9_7027_f734_9318_cbdacf8d0666,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_5b732a8f78d249188258a6b5dbf172bf~mv2.jpg,4,Echo Pendant Chain,,,,,,,,,,,,,,,,,,,,,
8f766bb9_7027_f734_9318_cbdacf8d0666,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_eadadf7e175b4bb3bf704c3f80647583~mv2.jpg,5,Echo Pendant Chain,,,,,,,,,,,,,,,,,,,,,
8f766bb9_7027_f734_9318_cbdacf8d0666,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_582f556b62ce4bf1a14980cbe73cfed7~mv2.jpg,6,Echo Pendant Chain,,,,,,,,,,,,,,,,,,,,,
f7afc725_23af_d017_f3a9_1d8dba331ccc,Dune Pendant Chain,"<p>The <strong>Dune Pendant</strong> brings a calm, coastal energy with its spiral motif — a symbol of movement, growth, and connection to nature. Inspired by tribal patterns and the rhythm of the ocean.</p><p><strong>Why You’ll Vibe With It:</strong></p><ul>	<li>	<p>Spiral engraving with raw, earthy detail</p>	</li>	<li>	<p>Crafted from stainless steel — anti-tarnish + water-resistant</p>	</li>	<li>	<p>Lightweight, low-maintenance, made for daily wear</p>	</li></ul><p>Minimal, grounded, and quietly bold — the Dune Pendant is made for those who carry island soul with city edge.</p>",Sicsense,Pendants,Pendants,TRUE,,,,,,,,80,shopify,16,deny,manual,450.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_bd5be355bcb34253a9847d6308613624~mv2.jpg,1,Dune Pendant Chain,FALSE,,,,,,,,,,,,,,,,,,,,active
f7afc725_23af_d017_f3a9_1d8dba331ccc,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_b68da3ac7b1a48058e09f42c410e4e81~mv2.jpg,2,Dune Pendant Chain,,,,,,,,,,,,,,,,,,,,,
f7afc725_23af_d017_f3a9_1d8dba331ccc,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_7f4cd81a06a14689a878c313a120bd05~mv2.jpg,3,Dune Pendant Chain,,,,,,,,,,,,,,,,,,,,,
f7afc725_23af_d017_f3a9_1d8dba331ccc,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_63ca1e03688a4c7ca0635a7b37869e1c~mv2.jpg,4,Dune Pendant Chain,,,,,,,,,,,,,,,,,,,,,
f7afc725_23af_d017_f3a9_1d8dba331ccc,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_d9f33422cb174f73b53ddca1346bb9c8~mv2.jpg,5,Dune Pendant Chain,,,,,,,,,,,,,,,,,,,,,
00aa08c8_a047_36e5_542f_ce6ef9d62d64,Daystar Chain (Golden),"<p>Not just a chain — it’s your daily energy. The Daystar Pendant brings subtle heat with a clean sun design that’s all about power, clarity, and quiet confidence. Rock it solo or layer it up — either way, you’re shining.</p><p><strong>Why It Slaps:</strong></p><ul>	<li>	<p>Crafted from premium stainless steel — durable, lightweight, and built to last</p>	</li>	<li>	<p>Sun-engraved pendant that’s minimal but speaks loud</p>	</li>	<li>	<p>Anti-tarnish + water-resistant = all-day wear, no drama</p>	</li></ul>",Sicsense,Pendants,Pendants,TRUE,,,,,,,,80,shopify,14,deny,manual,499.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_ab18fb0e6ce74f9686e90f5f91e03c6c~mv2.jpg,1,Daystar Chain (Golden),FALSE,,,,,,,,,,,,,,,,,,,,active
00aa08c8_a047_36e5_542f_ce6ef9d62d64,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_61526debae2b47e4959e1f1da300db3d~mv2.jpg,2,Daystar Chain (Golden),,,,,,,,,,,,,,,,,,,,,
00aa08c8_a047_36e5_542f_ce6ef9d62d64,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_c68f1da0cb09426486c362011d9fd88a~mv2.jpg,3,Daystar Chain (Golden),,,,,,,,,,,,,,,,,,,,,
00aa08c8_a047_36e5_542f_ce6ef9d62d64,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_96cf61c8296e4956bb05ad011cc3a638~mv2.jpg,4,Daystar Chain (Golden),,,,,,,,,,,,,,,,,,,,,
1c85c9df_ecef_d0df_3e90_1b56c152fbab,Daystar Chain (Silver),"<p>Not just a chain — it’s your daily energy. The Daystar Pendant brings subtle heat with a clean sun design that’s all about power, clarity, and quiet confidence. Rock it solo or layer it up — either way, you’re shining.</p><p><strong>Why It Slaps:</strong></p><ul>	<li>	<p>Crafted from premium stainless steel — durable, lightweight, and built to last</p>	</li>	<li>	<p>Sun-engraved pendant that’s minimal but speaks loud</p>	</li>	<li>	<p>Anti-tarnish + water-resistant = all-day wear, no drama</p>	</li></ul>",Sicsense,Pendants,Pendants,TRUE,,,,,,,,80,shopify,6,deny,manual,499.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_97d934e3f7e34a3c8c7f0433e9ad989a~mv2.jpg,1,Daystar Chain (Silver),FALSE,,,,,,,,,,,,,,,,,,,,active
1c85c9df_ecef_d0df_3e90_1b56c152fbab,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_f3312ca6395348c19447c400da842f89~mv2.jpg,2,Daystar Chain (Silver),,,,,,,,,,,,,,,,,,,,,
1c85c9df_ecef_d0df_3e90_1b56c152fbab,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_6a88f092f8914633a25a9494b2a60c5a~mv2.jpg,3,Daystar Chain (Silver),,,,,,,,,,,,,,,,,,,,,
1c85c9df_ecef_d0df_3e90_1b56c152fbab,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_788205fdb2e342878d1ab612f83b1663~mv2.jpg,4,Daystar Chain (Silver),,,,,,,,,,,,,,,,,,,,,
1c85c9df_ecef_d0df_3e90_1b56c152fbab,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_a575f844d28f4d15ae4cec4f2e45ad85~mv2.jpg,5,Daystar Chain (Silver),,,,,,,,,,,,,,,,,,,,,
bf8a04a7_d81d_7328_17b1_88136c8c923a,The Starry Tie,,Sicsense,SICARCHIVE,"SICARCHIVE,Tie",TRUE,,,,,,,,80,shopify,0,deny,manual,600.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_2152288d564d48b4b572ccfaff5eef23~mv2.jpg,1,The Starry Tie,FALSE,,,,,,,,,,,,,,,,,,,,active
bf8a04a7_d81d_7328_17b1_88136c8c923a,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_711b618e98114f42bc7e7c4e3418efdd~mv2.jpg,2,The Starry Tie,,,,,,,,,,,,,,,,,,,,,
bf8a04a7_d81d_7328_17b1_88136c8c923a,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_6f520b114cfa4096be4366c9eaea16b9~mv2.jpg,3,The Starry Tie,,,,,,,,,,,,,,,,,,,,,
bf8a04a7_d81d_7328_17b1_88136c8c923a,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_7c4177ee60ce497d8ba70af6edff414a~mv2.jpg,4,The Starry Tie,,,,,,,,,,,,,,,,,,,,,
b56a6f49_6a35_ba97_61fb_cdc8dc5d8a11,Crome Jean Chain,<p>&nbsp;</p>,Sicsense,SICARCHIVE,"SICARCHIVE,Accessories",TRUE,,,,,,,,80,shopify,41,deny,manual,750.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_293af6bf3a9241068764805db6636473~mv2.jpg,1,Crome Jean Chain,FALSE,,,,,,,,,,,,,,,,,,,,active
b56a6f49_6a35_ba97_61fb_cdc8dc5d8a11,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_3b05fd6b64784fbfa4348ac8e5a7fc3c~mv2.jpg,2,Crome Jean Chain,,,,,,,,,,,,,,,,,,,,,
b56a6f49_6a35_ba97_61fb_cdc8dc5d8a11,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_35589be9ae4342b8b7da4d55c5b843e9~mv2.jpg,3,Crome Jean Chain,,,,,,,,,,,,,,,,,,,,,
b56a6f49_6a35_ba97_61fb_cdc8dc5d8a11,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_49108fcfe45f433d82a68a8bfb62441d~mv2.jpg,4,Crome Jean Chain,,,,,,,,,,,,,,,,,,,,,
b56a6f49_6a35_ba97_61fb_cdc8dc5d8a11,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_0839445e303e4f718a3e4bff5a5364db~mv2.jpg,5,Crome Jean Chain,,,,,,,,,,,,,,,,,,,,,
b56a6f49_6a35_ba97_61fb_cdc8dc5d8a11,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_8608382604254db28342d28f2d5187d6~mv2.jpg,6,Crome Jean Chain,,,,,,,,,,,,,,,,,,,,,
b56a6f49_6a35_ba97_61fb_cdc8dc5d8a11,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_9f839b9a93bc49c896793c89eeed64fd~mv2.jpg,7,Crome Jean Chain,,,,,,,,,,,,,,,,,,,,,
1f9a095d_8272_829d_1df7_ab0c9a156288,RollPlay,<p>&nbsp;</p>,Sicsense,SICARCHIVE,"SICARCHIVE,Accessories",TRUE,,,,,,,,80,shopify,55,deny,manual,650.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_c4c5b832d0084209ad81bea58671df09~mv2.jpg,1,RollPlay,FALSE,,,,,,,,,,,,,,,,,,,,active
1f9a095d_8272_829d_1df7_ab0c9a156288,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_0153978414a944eb8b2b797409221aa6~mv2.jpg,2,RollPlay,,,,,,,,,,,,,,,,,,,,,
1f9a095d_8272_829d_1df7_ab0c9a156288,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_c261fce5fabf4c308bdc6e60eac03c26~mv2.jpg,3,RollPlay,,,,,,,,,,,,,,,,,,,,,
1f9a095d_8272_829d_1df7_ab0c9a156288,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_9dd7c170aa9e4f29bce5ede21c83816e~mv2.jpg,4,RollPlay,,,,,,,,,,,,,,,,,,,,,
1f9a095d_8272_829d_1df7_ab0c9a156288,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_abb95ad8e6504def9327280bfda73a4e~mv2.jpg,5,RollPlay,,,,,,,,,,,,,,,,,,,,,
55f517a8_c9d8_7f1c_049c_d3e1c9ae2912,KillCode,<p>&nbsp;</p>,Sicsense,SICARCHIVE,"SICARCHIVE,Belts",TRUE,,,,,,,,100,shopify,0,deny,manual,900.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_7405d6577dc94147a18420e293e82504~mv2.png,1,KillCode,FALSE,,,,,,,,,,,,,,,,,,,,active
55f517a8_c9d8_7f1c_049c_d3e1c9ae2912,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_f9b22dc5088b436093e9b48df6331b2f~mv2.png,2,KillCode,,,,,,,,,,,,,,,,,,,,,
55f517a8_c9d8_7f1c_049c_d3e1c9ae2912,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_4f6e51816012484b96c79c9ce36f8e3c~mv2.png,3,KillCode,,,,,,,,,,,,,,,,,,,,,
55f517a8_c9d8_7f1c_049c_d3e1c9ae2912,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_d055adc75cc24eefa2655406d789c7c3~mv2.png,4,KillCode,,,,,,,,,,,,,,,,,,,,,
55f517a8_c9d8_7f1c_049c_d3e1c9ae2912,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_00bb33ae8d524575aba8171df580eba8~mv2.png,5,KillCode,,,,,,,,,,,,,,,,,,,,,
55f517a8_c9d8_7f1c_049c_d3e1c9ae2912,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_6a78b8845f954e99a6cc5c5e521be308~mv2.png,6,KillCode,,,,,,,,,,,,,,,,,,,,,
55f517a8_c9d8_7f1c_049c_d3e1c9ae2912,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_57b45dd2b85b42418f03ef444990d202~mv2.png,7,KillCode,,,,,,,,,,,,,,,,,,,,,
9a8ed2be_aff2_00d6_65dc_e4a00a266cd1,Starblaze,<p>&nbsp;</p>,Sicsense,SICARCHIVE,"SICARCHIVE,Belts",TRUE,,,,,,,,,shopify,15,deny,manual,700.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_f3d026d458c648e7b6abd757cbdce6d8~mv2.png,1,Starblaze,FALSE,,,,,,,,,,,,,,,,,,,,active
9a8ed2be_aff2_00d6_65dc_e4a00a266cd1,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_67d86ffeebb940358c54cf331084f77c~mv2.png,2,Starblaze,,,,,,,,,,,,,,,,,,,,,
9a8ed2be_aff2_00d6_65dc_e4a00a266cd1,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_a7e841da124f46cd9c99b05a2e1b7b52~mv2.png,3,Starblaze,,,,,,,,,,,,,,,,,,,,,
9a8ed2be_aff2_00d6_65dc_e4a00a266cd1,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_48e56ffb1bbc455083058107c78ee89f~mv2.png,4,Starblaze,,,,,,,,,,,,,,,,,,,,,
